R,G,B,S1,S2,Std_S1,Std_S2,PR_raw,PR_normalized,PR_mean,PR_std,PR_filtered
49.6084841820335,62.93283708340383,89.12480967687362,-26.1919725934698,52.84067839621045,,,0.0,0.0,,,0.0
49.71276010827271,62.93040517678904,89.17930553205888,-26.24890035526984,52.68419049230249,,,0.0,0.0,,,0.0
49.80228047740835,62.99869991474851,89.26924552429668,-26.27054560954817,52.66338448422848,,,0.0,0.0,,,0.0
49.60484689561834,62.85497377770259,89.03535780747758,-26.18038402977499,52.6806377939435,,,0.0,0.0,,,0.0
49.77101732336956,62.9697265625,89.1754840353261,-26.205757472826093,52.60317595108697,,,0.0,0.0,,,0.0
49.81090777853261,62.97265625,89.20788043478261,-26.23522418478261,52.55872112771739,,,0.0,0.0,,,0.0
49.82449473505435,62.98643427309783,89.18582286005434,-26.19938858695652,52.52326766304347,,,0.0,0.0,,,0.0
49.54600458559783,62.752144191576086,88.98779296875,-26.235648777173918,52.64792798913043,,,0.0,0.0,,,0.0
49.79895550271739,62.996157438858695,89.17635444972827,-26.18019701086957,52.57460088315218,,,0.0,0.0,,,0.0
49.533000341530055,62.72681864754098,89.06775102459017,-26.340932377049185,52.72856898907104,,,0.0,0.0,,,0.0
49.802925441576086,63.00698454483695,89.1427691915761,-26.13578464673914,52.54390285326088,,,0.0,0.0,,,0.0
49.8527027027027,62.96794763513513,89.10177364864865,-26.133826013513517,52.36431587837838,,,0.0,0.0,,,0.0
49.74408783783784,63.01296452702703,89.0285472972973,-26.015582770270264,52.55333614864865,,,0.0,0.0,,,0.0
49.80912449048913,63.02248216711956,89.09041694972827,-26.067934782608702,52.49465013586956,,,0.0,0.0,,,0.0
49.73373811141305,63.00146484375,89.1475246263587,-26.146059782608702,52.68151324728261,,,0.0,0.0,,,0.0
49.84111893995163,62.93969923230624,89.01013776422337,-26.070438531917134,52.26759911662636,,,0.0,0.0,,,0.0
49.6900905092201,62.91837252579936,89.11812722043648,-26.19975469463712,52.65631872779564,,,0.0,0.0,,,0.0
49.622345803842265,62.78145011796428,88.8746418941692,-26.093191776204925,52.41140040444895,,,0.0,0.0,,,0.0
49.65516728940217,62.86918308423913,89.15705672554348,-26.28787364130435,52.71590523097827,,,0.0,0.0,,,0.0
49.57385406134142,62.70443629929221,88.81022497472195,-26.105788675429736,52.36695315133132,,,0.0,0.0,,,0.0
49.56148097826087,62.800229279891305,89.10474694293478,-26.30451766304348,52.78201426630435,,,0.0,0.0,,,0.0
49.73731179157503,62.74484012857385,89.01742513957029,-26.272585010996444,52.28764168499408,,,0.0,0.0,,,0.0
49.57033496870242,62.7779986465911,89.02203518863136,-26.244036542040263,52.65936389781763,,,0.0,0.0,,,0.0
49.62045339198105,62.73771358484182,89.06160125190323,-26.32388766706141,52.558408052782944,,,0.0,0.0,,,0.0
49.57482305358948,62.65366953151332,88.86040192113246,-26.206732389619148,52.36442534546681,,,0.0,0.0,,,0.0
49.69541864809783,62.780337126358695,89.15465777853261,-26.374320652173918,52.54415760869565,,,0.0,0.0,,,0.0
49.72134001358695,62.77513586956522,89.17068614130434,-26.395550271739125,52.503141983695656,,,0.0,0.0,,,0.0
49.64905315896739,62.78190811820652,89.17372197690217,-26.39181385869565,52.65752377717392,,,0.0,0.0,,,0.0
49.75673486786019,62.83299232736573,89.22553282182439,-26.392540494458657,52.54505541346974,,,0.0,0.0,,,0.0
49.78052819293478,62.820015285326086,89.18550441576087,-26.36548913043479,52.4444633152174,,,0.0,0.0,,,0.0
49.78301205842392,62.84132982336956,89.2368800951087,-26.39555027173914,52.51218580163044,,,0.0,0.0,,,0.0
49.81737301503839,62.83016090019981,89.12485014197077,-26.29468924177096,52.320265012093806,,,0.0,0.0,,,0.0
49.80954908288044,62.87393851902174,89.24596637228261,-26.372027853260867,52.50080672554348,,,0.0,0.0,,,0.0
49.68285823041786,62.78100152258501,89.05375570969379,-26.27275418710878,52.46904077144307,,,0.0,0.0,,,0.0
49.92162162162162,62.90380067567568,89.21347128378379,-26.309670608108117,52.27402871621623,,,0.0,0.0,,,0.0
49.85356841216216,62.980679898648646,89.19292652027028,-26.21224662162163,52.4664695945946,,,0.0,0.0,,,0.0
49.57566401624091,62.728218575537134,89.10715192014888,-26.378933344611745,52.6840424632042,,,0.0,0.0,,,0.0
49.856967905405405,62.99560810810811,89.28070101351351,-26.2850929054054,52.562373310810806,,,0.0,0.0,,,0.0
49.90994510135136,63.03794341216216,89.2848606418919,-26.24691722972973,52.50291385135135,,,0.0,0.0,,,0.0
49.976541385135135,63.057326858108105,89.25525760135135,-26.19793074324324,52.35950168918918,,,0.0,0.0,,,0.0
50.09494435612083,63.09384207737149,89.30781134075252,-26.21396926338103,52.21176470588236,,,0.0,0.0,,,0.0
49.9929054054054,63.04968327702703,89.26116976351351,-26.21148648648648,52.32504222972973,,,0.0,0.0,,,0.0
49.95536317567568,63.06499155405405,89.24066722972972,-26.17567567567567,52.39493243243242,,,0.0,0.0,,,0.0
49.98676097972973,62.996642736486486,89.19512246621622,-26.198479729729733,52.21824324324324,,,0.0,0.0,,,0.0
49.57602351547961,62.66608864828287,89.12368888512943,-26.45760023684656,52.63773050245307,,,0.0,0.0,,,0.0
49.80450450450451,62.72151686570291,88.99465744814582,-26.273140582442903,52.10716530483971,,,0.0,0.0,,,0.0
49.826628954535934,62.72874502409386,88.91627906976744,-26.18753404567358,51.99176618478944,,,0.0,0.0,,,0.0
49.88789021579719,62.70768908443327,88.8771422585376,-26.169453174104333,51.80905091137649,,,0.0,0.0,,,0.0
49.83689136607425,62.69281733094963,88.98369965296035,-26.290882322010724,52.00273425176149,,,0.0,0.0,,,0.0
49.81581814372512,62.61906557720511,88.96926461345066,-26.35019903624555,51.95669390320554,0.1103887984478105,0.2475275827807258,0.220777596895621,,0.220777596895621,0.0,
49.92293616573773,62.76916605321274,89.12030707750552,-26.35114102429277,52.04360079924281,0.1089637026282197,0.2535843757789909,0.2179274052564395,-0.9999999999999902,0.2193525010760302,0.0014250958195907,
49.82441897150069,62.62784730255547,88.98222736355032,-26.35438006099485,51.96123672310443,0.1067892039223918,0.2605045015888643,0.2135784078447836,-1.3003783290067297,0.2174278033322814,0.0029602119641889,
49.88627615942791,62.715196129982125,89.17858870543695,-26.463392575454822,52.12123251656326,0.1090836690670302,0.2646691865279844,0.2181673381340605,0.2146863458013771,0.2176126870327261,0.002583541581389,
49.87027027027027,62.74742398648649,89.18146114864865,-26.434037162162163,52.18834459459461,0.1090132799491277,0.2665004951132506,0.2180265598982555,0.1429173067888558,0.217695461605832,0.0023167123692906,-0.5417896397141654
49.932622466216216,62.796811655405406,89.21307010135135,-26.416258445945942,52.14463682432432,0.110403549108362,0.2699980357303543,0.220807098216724,1.0750866683518492,0.2182140677076474,0.0024119269500865,0.15592212284781076
49.8461457566516,62.674077190030495,89.06059522557577,-26.386518035545272,52.04238090230307,0.1096587091596605,0.2719769009488186,0.2193174183193211,0.4173298877850377,0.2183716892236007,0.0022661427407937,0.5931898739643501
49.90080975917552,62.69574087706384,89.0151856136292,-26.31944473656537,51.909306972342,0.1070452429213495,0.2756798150338014,0.2140904858426991,-1.4695286748950909,0.217836538800988,0.0025491526788726,0.6335713206685477
49.91813766891892,62.86980574324324,89.20147804054054,-26.331672297297292,52.23500844594594,0.1073274344094567,0.2764109304501935,0.2146548688189134,-1.086468287220676,0.2174830199140908,0.0026030682427116,-0.4887093658349569
49.49346557266114,62.49266198612756,88.9487819319912,-26.456119945863648,52.45451277279649,0.109350779484929,0.2753874835476712,0.218701558969858,0.4393070050591589,0.2176048738196676,0.0024963980486555,-1.1479181259530364
49.47838725985845,62.47847152005393,88.88479524772498,-26.40632372767105,52.40649224806202,0.1103185056983625,0.2734977513498584,0.2206370113967251,1.0874521909366717,0.2178805226903092,0.002534813695158,-0.317232984067049
49.83067253299812,62.74728682170543,89.00192750890426,-26.25464068719883,52.08786926461346,0.1103190321894615,0.2769212683799849,0.220638064378923,0.9937056266811306,0.218110317831027,0.0025437579098131,0.7042752629699588
49.88091216216216,62.85048564189189,89.22058699324324,-26.37010135135135,52.309248310810815,0.1108435681068456,0.2739105759664081,0.2216871362136913,1.2586267951105914,0.2183854577066166,0.0026232386914856,1.0409952200999604
49.84355996621622,62.808994932432434,89.2126266891892,-26.40363175675676,52.33450168918919,0.1120678278504877,0.2726799540328497,0.2241356557009755,1.822554117636836,0.2187961861347851,0.0029296631109718,1.1742204744768716
49.83703547297297,62.76427364864865,89.18555743243243,-26.421283783783785,52.27576013513514,0.1119598998897102,0.2736301708632415,0.2239197997794204,1.5398595774357793,0.2191377603777607,0.00310550356132,1.5420836016366493
49.72575454832264,62.63093911031654,88.90259753917341,-26.271658428856878,52.08202755284467,0.1109753559142612,0.2770909915574174,0.2219507118285225,0.8553755400263215,0.2193135698434333,0.0030830224406557,1.6539472768469419
49.69002632472826,62.71314538043478,89.17221467391305,-26.459069293478265,52.50530740489131,0.1125042269493906,0.2768593718243119,0.2250084538987813,1.6354030200901968,0.2196485630231597,0.0032774128516199,1.2648482056974382
49.33964219252242,62.32249196413466,88.89906530197936,-26.5765733378447,52.54227288106919,0.1163777013848762,0.2769071619341002,0.2327554027697525,2.8281059244233675,0.2203767207868593,0.0043770220471558,1.3495733902921445
49.486508205041446,62.46861783116224,88.79318220267298,-26.32456437151074,52.28878362375233,0.1164495001329177,0.2776884756966426,0.2328990002658354,2.3279714628268384,0.221035788127858,0.0050959439698508,2.21230592296129
49.50222043647437,62.49849856200304,88.92532989341905,-26.426831331416004,52.41938758247336,0.1177214863260205,0.2768206077940088,0.2354429726520411,2.329199435081572,0.2217561473540672,0.0058761929493146,2.568326346090081
49.51095415327356,62.42057181525968,88.96252749111825,-26.541955675858567,52.36119099983082,0.120795054512881,0.2764030161068071,0.241590109025762,2.6521910991417967,0.222700621719386,0.0071222195536695,2.404121742896525
49.480044157608695,62.45045006793478,88.92429517663044,-26.473845108695656,52.41465692934783,0.1223902586596697,0.2762335655855548,0.2447805173193394,2.5268123330107173,0.2237042533375657,0.0083410484057045,2.526788701703583
49.52211589020928,62.38878956777789,88.83912083289515,-26.450331265117256,52.18367862025448,0.1236296284046214,0.2778150184455549,0.2472592568092429,2.379956058262132,0.2247283839232908,0.0094669281005147,2.6120137491172986
49.53846807065217,62.37584918478261,88.9605129076087,-26.584663722826093,52.25942595108697,0.1278225950094973,0.2770194936889939,0.2556451900189946,2.6601264773480247,0.2260165841772784,0.0111380440343776,2.5124746994943528
49.492688036874085,62.25346742090928,88.63867588518751,-26.38520846427823,51.90676723234862,0.1283129501661571,0.2800341539540864,0.2566259003323142,2.3597081861661127,0.2272409568234799,0.0124527870357465,2.5554296585944187
49.400193798449614,62.23742416582407,88.69251348163128,-26.45508931580721,52.12955005055612,0.1275281039549769,0.281641730019921,0.2550562079099539,2.006231707355017,0.2283107741729596,0.0133311788658025,2.5238256151168135
49.475759480410645,62.2659333752357,88.61508485229416,-26.349151477058456,51.929499266708575,0.1271623528751679,0.2776419798930357,0.2543247057503359,1.7926426420723502,0.2292742531202699,0.0139740358965838,2.2233839311014436
49.4940498638173,62.24751728472658,88.59061386968364,-26.343096584957053,51.850031426775615,0.1271029417706165,0.2768454118511528,0.254205883541233,1.6601628379046225,0.2301646684924471,0.0144812391290058,1.9410582169582684
49.58904138513513,62.38621199324324,88.88241131756757,-26.49619932432433,52.09054054054055,0.128225228566852,0.2769063942648737,0.2564504571337041,1.6901604116978504,0.231071074997318,0.0150159605921021,1.7661286037911688
49.58445945945946,62.39594594594595,88.87010135135135,-26.474155405405405,52.09712837837838,0.1280915250406011,0.2778950878786625,0.2561830500812023,1.5725746372921006,0.2319081408334475,0.0154364115203809,1.7038778499783147
49.49987429289755,62.27540331028703,88.62635658914729,-26.35095327886026,51.90201131363922,0.1275881238120727,0.2693649122890991,0.2551762476241455,1.4313147755921247,0.2326587249234701,0.0157320549502187,1.651087196148408
49.47472920391208,62.316247765275,88.68549794931118,-26.369250184036183,52.05228730676202,0.1268399391024674,0.2699168474669607,0.2536798782049348,1.2799329612185515,0.2333156359635158,0.0159103975430333,1.5255986376048218
49.59970439189189,62.40599662162162,88.89328547297298,-26.48728885135136,52.099873310810814,0.1277530004472081,0.2656326815135289,0.2555060008944163,1.33464131840765,0.2339880712644522,0.016122631101843,1.3870263009255217
49.46800754242615,62.28315524827153,88.63435994133668,-26.35120469306516,51.98150010475591,0.1267597573700356,0.2641535557460427,0.2535195147400712,1.1685295989190572,0.2345625254843233,0.0162229431529025,1.328527335203517
49.53963963963964,62.24954954954955,88.6780431594385,-26.428493609888957,51.84831342970877,0.125798690887038,0.2676743028794041,0.2515973817740761,1.0190114209106589,0.2350492356640305,0.0162394118166575,1.2634811870373426
49.515204007095896,62.28945006782845,88.60498799958259,-26.315537931754143,51.864030053219246,0.1256510779744769,0.2685893226091501,0.2513021559489539,0.9733846708079265,0.2355007056719451,0.0162335105029888,1.1174368663655387
49.46830085899853,62.3233605698722,88.65078566939032,-26.32742509951812,52.03754452126545,0.1251031864641208,0.266363436118774,0.2502063729282417,0.8838105677624867,0.2358981561383315,0.0161892347883256,1.0155429304533836
49.45533207626231,62.25560444165095,88.68499895244081,-26.42939451078985,52.02993924156714,0.1230748131950214,0.2660521649116513,0.2461496263900429,0.6215693031440904,0.2361679316712713,0.0160588604814959,0.934534154855497
49.46884558977583,62.278671694950766,88.65124659543264,-26.372574900481872,51.99222711083176,0.1220754693600467,0.2623359851971065,0.2441509387200935,0.4891473477660163,0.2363726241597026,0.0159017821437961,0.7633937758412103
49.47979808602377,62.255652539699234,88.60319697129036,-26.347544431591125,51.89925333894205,0.1196573645264322,0.2655139347270515,0.2393147290528645,0.1826118301329082,0.2364461767820317,0.0157084689899061,0.5626931122092369
49.54182353559786,62.27925123567147,88.77978756967084,-26.500536333999374,51.9753917341466,0.119079266059628,0.266455025040348,0.238158532119256,0.1076552402279314,0.2364879415463542,0.0155179680001159,0.34405563520286714
49.39404986381731,62.15606536769327,88.6237586423633,-26.467693274670022,51.99172428242196,0.1193575560246944,0.2627268246708842,0.2387151120493889,0.1417683958480186,0.2365409694154741,0.0153358766663734,0.1626852885569745
49.52058050268167,62.29443684930066,88.81968661268272,-26.525249763382057,52.07296245662004,0.1210182898182428,0.2607792366971692,0.2420365796364857,0.3536309057127428,0.2366687743043348,0.0151791182428812,0.13953210631656301
49.52557010135135,62.32687922297297,88.82861064189188,-26.501731418918915,52.10434966216216,0.1223114404477845,0.2587021562852455,0.244622880895569,0.5164185104725403,0.2368495494541356,0.0150523873250022,0.25755979649376254
49.54434746030077,62.337133242191605,88.8584498895783,-26.52131664738669,52.10688821116836,0.1230150016328393,0.2561503229230191,0.2460300032656787,0.6006081839799652,0.2370535595388365,0.0149455900972897,0.43664308082721753
49.59999581607464,62.38347767875821,88.8385632400318,-26.45508556127359,52.02204928664074,0.1229941432089111,0.2554356907890865,0.2459882864178222,0.5889996083472769,0.237247792731858,0.0148395577214218,0.5601258606886287
49.59414853713428,62.315891472868216,88.7044469450696,-26.38855547220139,51.83204134366926,0.1226932645306131,0.2580038808802094,0.2453865290612262,0.5408548303048397,0.2374209573346105,0.0147277444524737,0.5988912765419071
49.7119360605742,62.44065622042276,89.05643074981596,-26.6157745293932,52.07321484909033,0.1253357308323739,0.2574656320490485,0.2506714616647478,0.8828626035530511,0.237697009508155,0.0146958905093244,0.5900851722604057
49.78287519350655,62.52292791096607,89.04658800886992,-26.52366009790385,52.00376553282289,0.1263273526854003,0.2557523239295579,0.2526547053708007,0.9968925423041456,0.2380022686073927,0.014698110520058,0.730979504077022
49.59161952650325,62.42767651372303,88.9157133878064,-26.488036874083377,52.16015084852295,0.1260601979348161,0.2537850785159843,0.2521203958696322,0.9422327131997488,0.2382846311526375,0.0146840207553498,0.9380106200300945
49.72323062361973,62.55595751393417,89.19974760752972,-26.64379009359555,52.30924387422443,0.1298730747938972,0.2488724856408689,0.2597461495877944,1.4177688586381074,0.2387054452396013,0.0148407155510556,1.0018475141368959
49.82841901881721,62.571614583333336,89.16351646505376,-26.591901881720425,52.07829301075268,0.130350636782334,0.2475780676484113,0.2607012735646681,1.4377525360814891,0.2391284419381603,0.015004551259776,1.2030764374311915
49.40703959773728,62.20603394091766,88.77322438717788,-26.567190446260213,52.16517913262099,0.1301282166165069,0.2474041829835739,0.2602564332330139,1.3693787897352832,0.2395270832833463,0.0151377764173453,1.427528702520047
49.392568250758345,62.322463768115945,89.06770306707112,-26.745239298955177,52.60503033367038,0.1312093814406886,0.2481800250061437,0.2624187628813773,1.4674055839733062,0.2399510032759024,0.0153112131034956,1.4305364160390142
49.710947523398886,62.64185508465664,89.21909769691871,-26.57724261226207,52.43905773477758,0.1291541346924368,0.2476258845036625,0.2583082693848737,1.172766465833934,0.2402847717506109,0.01536836033374,1.432103258045847
49.768879963181455,62.63733734990168,89.14283921174847,-26.50550186184679,52.24241663528724,0.1276326130014702,0.2432475790018495,0.2552652260029405,0.9579246167674306,0.2405522798622597,0.015359189943704,1.3283064499948374
49.41199022581733,62.350817323896194,89.1340579710145,-26.783240647118305,52.66089484327604,0.1304672357610845,0.2472176595474779,0.2609344715221691,1.2954835647257912,0.2409098621720827,0.0154572469271926,1.1112503492385857
49.432118164676304,62.33733500942803,89.0450240938613,-26.70768908443327,52.51812277393672,0.1333038730131435,0.2450695157211235,0.266607746026287,1.6101993255771443,0.2413529291350862,0.0156842798838887,1.169080391265353
49.72218735617757,62.62612442994017,89.12422074390193,-26.49809631396176,52.30597046148697,0.1299937647595281,0.2445088088545776,0.2599875295190563,1.164151053414728,0.2416687698195603,0.0157357240246124,1.4423895367789799
49.73198022925649,62.59104006730466,89.17640130402776,-26.585361236723102,52.30348091281944,0.1310122203234154,0.239374958068295,0.2620244406468309,1.265248355528944,0.2420080310000148,0.0158201427880522,1.4009248336008122
49.66055813564286,62.61148069118447,89.07932722480231,-26.467846533617845,52.36969164470106,0.1274872249644532,0.2393917309899297,0.2549744499289065,0.8084293567706322,0.2422205952447507,0.0157760904862517,1.2345650184813945
49.584056149172426,62.50758432851456,89.15141420490258,-26.64382987638802,52.49088623507229,0.1295467636231889,0.233901004580272,0.2590935272463778,1.051212305454017,0.2424927393092931,0.0157920411043084,1.0604928185826397
49.47350516539706,62.38409683815089,88.87801314828342,-26.493916310132526,52.31509965564019,0.1290935604745063,0.233989778145954,0.2581871209490127,0.9782585216989472,0.2427418564781775,0.0157885304633087,0.9624326312454976
49.4213503078368,62.349013878743605,88.82544088490035,-26.47642700615674,52.33175414797036,0.1281022310244783,0.2298472536465727,0.2562044620489566,0.8412299397454505,0.2429522096902209,0.0157534245188011,1.0148703833064296
49.37205468016279,62.31499530418449,88.76468746739017,-26.449692163205683,52.33557341124909,0.1278312954779696,0.2274822612737624,0.2556625909559392,0.7966232622376297,0.2431477540173858,0.0157098562542606,0.9262386511353605
49.33582385474277,62.260148179067095,88.76237086507356,-26.50222268600647,52.35087133465512,0.1262949873581194,0.2273959233996449,0.2525899747162388,0.5948416179197064,0.2432908179673684,0.0156329961938298,0.8297673992674338
49.37476781801106,62.23307941145779,88.711656057602,-26.47857664614421,52.19519983303767,0.1263893713168263,0.2249197196831417,0.2527787426336527,0.6007212919351176,0.2434324287832831,0.015558486066412,0.7096253988523314
49.3361995199833,62.19983303767088,88.72881143691954,-26.528978399248665,52.25624543462381,0.1269136580541421,0.2229872711485378,0.2538273161082842,0.6610200149881288,0.2435852947733567,0.0154942681048946,0.6194264370326666
49.45415880997276,62.31516865702912,88.9425728053635,-26.627404148334374,52.349423842447095,0.128758286338994,0.2185740398159323,0.2575165726779881,0.887402045575951,0.2437871973516847,0.0154714262771308,0.6512241911646848
49.3828654909736,62.2118334550767,88.73160805593238,-26.519774600855683,52.17771052906188,0.1291378042738436,0.2158250788545475,0.2582756085476873,0.9239796557977924,0.2439941746544847,0.0154564375996693,0.7861243188626743
49.311823019931126,62.15967859751643,88.74233538557863,-26.582656788062195,52.27836794323281,0.1300801913287254,0.2145447998721572,0.2601603826574508,1.0306195268095988,0.244221867724949,0.0154649844272223,0.9155438312316807
49.48030287096435,62.278241665790304,88.974298033442,-26.696056367651693,52.2919339573036,0.1331115614572742,0.2123426112517611,0.2662231229145484,1.393288556939164,0.2445274407136935,0.0155715641909217,1.0081420220591444
49.298737347386,62.14060315141396,88.78328289679641,-26.642679745382445,52.32641135343838,0.1342324801135159,0.2123794453682334,0.2684649602270318,1.5025661207353196,0.2448553519399036,0.0157128581307119,1.2323685605713979
49.40548921014037,62.135114183951394,88.76201550387597,-26.626901319924578,52.08615126754662,0.1356215563377834,0.2104847612337994,0.2712431126755668,1.6370833445879984,0.2452119433011963,0.0159009432601134,1.4620493184724033
49.4423213911586,62.24089671066415,88.90458830923947,-26.66369159857532,52.26084223758642,0.1366220517174795,0.2086981424943477,0.2732441034349591,1.7159398109181143,0.2455857054363132,0.0161185129120859,1.594765308433806
49.4238756130648,62.12296775540019,88.6990504017531,-26.57608264635291,51.974266931023685,0.1366730608951836,0.2099091389191971,0.2733461217903672,1.678459962996928,0.2459509740725507,0.0163215973700688,1.6969544763166742
49.39786297925833,62.22514142049026,88.87831552482716,-26.653174104336895,52.30773098680076,0.1362515344219311,0.2083116302267581,0.2725030688438623,1.5891305307566306,0.2462958064721781,0.0164915731366674,1.7181584416645401
49.300344359803816,62.10756548053845,88.70387143900658,-26.59630595846812,52.2107481999374,0.1369501293127154,0.2018182477366095,0.2739002586254309,1.6339995957629323,0.2466497097049121,0.0166772066475298,1.664812944901638
49.3392883230721,62.136157779401024,88.7033705520192,-26.56721277261817,52.16095168527601,0.1363828861662615,0.1979730191591423,0.2727657723325231,1.5324280365083132,0.2469802927761477,0.0168265516827324,1.638011642117932
49.357132421997285,62.151455702807056,88.6835646457268,-26.53210894291975,52.12075550453929,0.1348754050721555,0.1952331611373564,0.2697508101443111,1.329632552304716,0.2472649242432497,0.0169113533374957,1.5987353782389855
49.376881496881495,62.137318087318086,88.63530145530146,-26.497983367983373,52.01885654885656,0.1321453055928209,0.1950737767670545,0.2642906111856419,0.994325145477854,0.2474751179092052,0.0169114633708226,1.4446214167460505
49.33723492723493,62.17372141372142,88.65844074844075,-26.484719334719337,52.15769230769232,0.1295910787818698,0.1950554192127319,0.2591821575637397,0.6860190031077281,0.24761788668548,0.0168570707602449,1.176755786160483
49.3398518209329,62.23358029844516,88.68308462903057,-26.449504330585413,52.23696128560994,0.1268522310369287,0.1945378207284644,0.2537044620738574,0.3586063387713774,0.2476912189190749,0.0167683682764349,0.8545934587824392
49.426901319924575,62.35344646972554,88.93563796354493,-26.582191493819398,52.435281793421325,0.1236816155246624,0.1950841442869051,0.2473632310493249,-0.0194430947523367,0.2476873143015779,0.0166682956793193,0.5279643583203125
